scorer,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5,DLC_effnet_b0_multi_mouseApr12shuffle1_5
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,single,single,single,single,single,single
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,corner1,corner1,corner1,corner2,corner2,corner2
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.268,139.63,0.7609999775886536,215.291,233.065,0.531000018119812
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.268,140.334,0.8389999866485596,215.291,233.065,0.8209999799728394
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.268,140.411,0.8220000267028809,215.291,233.065,0.6370000243186951
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.998,439.004,0.7559999823570251,227.855,221.341,0.578000009059906
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.998,439.004,0.7440000176429749,227.882,221.341,0.4359999895095825
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.998,439.004,0.7609999775886536,227.882,202.891,0.5699999928474426
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.952,439.004,0.875,228.581,221.341,0.5199999809265137
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.085,131.116,0.7480000257492065,228.581,221.341,0.46700000762939453
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.78,130.775,0.7419999837875366,254.264,246.753,0.26600000262260437
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.085,131.116,0.7670000195503235,244.35,202.891,0.2759999930858612
10,200.249,462.708,0.5490000247955322,212.321,483.963,0.25200000405311584,88.981,467.835,0.7699999809265137,,,,,,,,,,,,,,,,,,,116.706,438.902,0.7929999828338623,244.35,189.202,0.25699999928474426
11,125.272,462.708,0.6850000023841858,105.077,466.188,0.28600001335144043,82.136,105.223,0.7329999804496765,,,,,,,,,,235.884,462.607,0.33899998664855957,252.1,179.62,0.7369999885559082,487.208,71.958,0.3409999907016754,116.706,438.902,0.7440000176429749,150.091,144.609,0.41200000047683716
12,125.272,205.03,0.34200000762939453,103.482,96.695,0.7160000205039978,75.047,92.226,0.6880000233650208,200.874,463.255,0.7080000042915344,212.476,484.423,0.29899999499320984,89.413,467.221,0.7009999752044678,235.884,462.607,0.9070000052452087,252.1,179.62,0.7860000133514404,487.18,71.958,0.33799999952316284,116.706,438.902,0.7239999771118164,135.149,124.596,0.45399999618530273
13,125.272,205.03,0.34200000762939453,103.482,95.512,0.6919999718666077,75.047,92.226,0.5619999766349792,125.126,463.255,0.6549999713897705,212.418,484.102,0.2879999876022339,89.413,467.095,0.7120000123977661,235.884,207.639,0.8619999885559082,252.1,179.62,0.8019999861717224,487.18,71.914,0.3370000123977661,116.706,438.902,0.7279999852180481,135.149,107.807,0.289000004529953
14,125.272,205.03,0.8460000157356262,102.621,95.442,0.7720000147819519,75.047,90.99,0.5559999942779541,125.126,463.255,0.3440000116825104,212.417,484.102,0.2930000126361847,89.413,467.047,0.7139999866485596,264.206,206.047,0.3709999918937683,273.751,179.62,0.34599998593330383,487.113,71.958,0.6600000262260437,142.728,117.674,0.7350000143051147,135.149,107.398,0.3790000081062317
15,107.084,102.101,0.7239999771118164,102.564,95.442,0.6830000281333923,89.651,92.226,0.5180000066757202,200.837,464.029,0.335999995470047,212.291,484.102,0.2840000092983246,89.458,467.047,0.699999988079071,264.537,175.253,0.5899999737739563,273.751,180.218,0.24500000476837158,279.165,220.909,0.33799999952316284,142.728,117.674,0.796999990940094,137.524,107.398,0.5929999947547913
16,107.084,102.101,0.7680000066757202,102.621,95.275,0.671999990940094,93.895,92.583,0.3319999873638153,200.837,464.029,0.3370000123977661,211.864,484.102,0.296999990940094,89.458,467.057,0.6520000100135803,267.19,175.253,0.6299999952316284,273.751,180.218,0.8299999833106995,279.165,220.909,0.503000020980835,142.728,117.674,0.699999988079071,140.268,107.398,0.5360000133514404
17,107.084,102.101,0.703000009059906,102.621,94.558,0.24899999797344208,93.895,92.583,0.492000013589859,125.126,464.029,0.33500000834465027,211.792,483.823,0.2980000078678131,89.458,466.968,0.656000018119812,267.19,174.984,0.6610000133514404,272.822,180.218,0.8270000219345093,502.878,71.815,0.4429999887943268,142.905,118.826,0.6990000009536743,144.903,110.091,0.3440000116825104
18,201.309,173.094,0.33500000834465027,119.514,94.558,0.5699999928474426,93.895,91.92,0.5410000085830688,125.551,464.029,0.6570000052452087,211.761,483.939,0.27799999713897705,89.047,466.968,0.6570000052452087,267.19,174.984,0.6620000004768372,271.995,179.877,0.8989999890327454,502.878,71.692,0.33799999952316284,143.362,118.826,0.7049999833106995,594.649,435.656,0.3709999918937683
19,201.516,208.497,0.33500000834465027,119.537,95.275,0.546999990940094,93.895,91.92,0.746999979019165,109.438,99.65,0.6809999942779541,211.792,483.829,0.27300000190734863,89.032,466.968,0.6570000052452087,267.19,175.253,0.5799999833106995,271.995,180.218,0.8550000190734863,502.886,71.692,0.33899998664855957,116.653,439.059,0.7089999914169312,595.459,436.769,0.3479999899864197
20,201.516,463.208,0.5559999942779541,119.537,95.275,0.5170000195503235,96.447,91.905,0.7889999747276306,109.23,99.04,0.32899999618530273,211.864,483.829,0.28600001335144043,88.874,466.726,0.6380000114440918,246.434,176.913,0.6579999923706055,271.995,181.438,0.257999986410141,502.914,71.692,0.3400000035762787,116.653,439.024,0.722000002861023,595.531,437.524,0.35199999809265137
21,201.309,463.065,0.9200000166893005,119.537,97.469,0.7009999752044678,99.667,88.2,0.7570000290870667,108.767,99.04,0.6290000081062317,211.856,483.939,0.27000001072883606,88.874,466.726,0.6690000295639038,241.68,208.303,0.3330000042915344,269.975,181.438,0.2540000081062317,502.948,71.757,0.3409999907016754,116.653,439.024,0.7200000286102295,595.531,437.524,0.36000001430511475
