scorer,dlc_team,dlc_team,dlc_team,dlc_team,dlc_team,dlc_team,dlc_team,dlc_team,dlc_team,dlc_team,dlc_team,dlc_team,dlc_team,dlc_team,dlc_team,dlc_team,dlc_team,dlc_team,dlc_team,dlc_team,dlc_team,dlc_team
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,single,single,single,single
bodyparts,bodypart1,bodypart1,bodypart2,bodypart2,bodypart3,bodypart3,bodypart1,bodypart1,bodypart2,bodypart2,bodypart3,bodypart3,bodypart1,bodypart1,bodypart2,bodypart2,bodypart3,bodypart3,corner1,corner1,corner2,corner2
metrics,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf
0,44.032491469368395,0.061000000685453415,13.379923467643607,0.11900000274181366,37.71125414249704,0.13099999725818634,40.471450838832055,0.0860000029206276,24.022053409315347,0.11900000274181366,33.20710473678786,0.10999999940395355,37.35333828454964,0.07500000298023224,22.47799824272617,0.12300000339746475,17.108289949612168,0.08500000089406967,34.54911554584287,0.010999999940395355,107.26869610934963,0.12800000607967377
1,47.94904311871093,0.07100000232458115,70.50383913660306,0.15199999511241913,76.4758277366123,0.09399999678134918,54.069703392935324,0.0860000029206276,36.74945911166585,0.10300000011920929,24.79784252712319,0.1080000028014183,50.66917201810187,0.07699999958276749,75.94156986130854,0.11900000274181366,38.505930244574024,0.12800000607967377,107.63473078890479,0.008999999612569809,117.6629395731723,0.12700000405311584
2,47.80822403101793,0.06599999964237213,12.901955084404849,0.11699999868869781,43.78875940238544,0.12800000607967377,17.415811350608962,0.07900000363588333,74.38998353273108,0.11500000208616257,16.553832667995632,0.08900000154972076,40.91365699861111,0.08900000154972076,44.697724024831516,0.14499999582767487,54.56727815275377,0.12999999523162842,43.51932160546621,0.09600000083446503,121.18572761674537,0.02199999988079071
3,47.75328514353751,0.06599999964237213,12.881180458327572,0.11800000071525574,66.1338806739783,0.13199999928474426,81.12128048792131,0.0820000022649765,51.87651354900406,0.11500000208616257,34.80492093081093,0.11400000005960464,45.91390954819684,0.08500000089406967,56.96364968995576,0.17900000512599945,69.60560185789642,0.11800000071525574,47.88745268856965,0.10499999672174454,117.05998415342451,0.10000000149011612
4,48.12593310264228,0.06700000166893005,19.288640206090214,0.11900000274181366,32.15554995642276,0.13199999928474426,71.26863416679177,0.0820000022649765,101.62159646453111,0.12300000339746475,32.85706018498916,0.10999999940395355,42.8413896366586,0.07500000298023224,60.98612197049423,0.1379999965429306,16.789120405786612,0.08500000089406967,33.340036487682504,0.010999999940395355,105.16712785371672,0.12300000339746475
5,,,,,,,,,,,,,,,,,,,33.52769105340139,0.29899999499320984,55.96688681984156,0.13899999856948853
6,33.61605398808531,0.07599999755620956,29.546457920838613,0.17599999904632568,86.61655647780954,0.37400001287460327,,,,,,,18.125280331926234,0.1379999965429306,34.78826236139678,0.13899999856948853,52.311502766966505,0.11400000005960464,33.5945997394286,0.29899999499320984,55.06733018459079,0.14399999380111694
7,18.941329874887607,0.13199999928474426,35.43669001373994,0.14900000393390656,31.19825646765936,0.08399999886751175,23.387515640609095,0.09799999743700027,22.220125108412823,0.029999999329447746,86.61981949804897,0.37400001287460327,69.6428547312899,0.07599999755620956,53.6011878669686,0.13699999451637268,43.70642379443753,0.11699999868869781,33.47014194637184,0.2980000078678131,42.490345596239166,0.14100000262260437
8,23.071754224767062,0.10199999809265137,43.73132047486854,0.210999995470047,37.29571954235021,0.14800000190734863,17.98034160907424,0.12600000202655792,29.368885285608393,0.17000000178813934,86.887209125743,0.3700000047683716,72.99821408359472,0.07599999755620956,39.76168830967728,0.13600000739097595,58.68895255681716,0.11299999803304672,33.20265974140942,0.296999990940094,79.78788305260291,0.1420000046491623
9,14.510400802518133,0.10000000149011612,13.338910651571545,0.12600000202655792,59.61120318326316,0.11599999666213989,2.3215288372171337,0.07400000095367432,29.694330580503483,0.17000000178813934,44.16327588614064,0.10199999809265137,71.84231479929365,0.08900000154972076,30.223604065932644,0.1420000046491623,41.07907020868968,0.14900000393390656,33.45460505924008,0.2980000078678131,40.572177526084204,0.1340000033378601
